Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337892/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,14 Oct 2019
Senior .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337273/senior-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company incl benefits Neg,10 Oct 2019
Senior Mobile Developer,Recruit Digital,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337168/senior-mobile-developer-in-cape-town-western-cape-at-recruit-digital,Permanent Intermediate position,"R720,000 - R1,200,000 pa basic salary plus benefits",10 Oct 2019
Senior .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337133/senior-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company incl benefits Neg,09 Oct 2019
Senior .NET Developer Winforms,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337129/senior-.net-developer-winforms-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,"R50,000 - R60,000 pm basic salary",09 Oct 2019
IOS Developer,Hi-Tech Recruitment,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2337121/ios-developer-in-durban-kwazulu-natal,Permanent Intermediate position,"R500,000 - R900,000 pa cost to company incl benefits",09 Oct 2019
.NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336877/.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,09 Oct 2019
Senior Application Developer in Investment Industry,Rory Mackie & Associates,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336686/senior-application-developer-in-investment-industry-in-cape-town-western-cape-at-rory-mackie-amp-associates,Permanent Senior position,"R700,000 - R840,000 pa cost to company",08 Oct 2019
Senior RPG Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2336501/senior-rpg-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R550,000 - R600,000 pa cost to company",08 Oct 2019
Senior Back End Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336489/senior-back-end-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,"R50,000 - R60,000 pm basic salary",07 Oct 2019
Senior Front End Software Developer UI UX,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336413/senior-front-end-software-developer-ui-ux-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Intermediate position,Market Related cost to company,07 Oct 2019
Senior Python Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325829/senior-python-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,04 Oct 2019
Developer Ruby on Rails,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2309669/developer-ruby-on-rails-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,04 Oct 2019
Back-End .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336063/back-end-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary Neg,04 Oct 2019
Senior Software Engineer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335906/senior-software-engineer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,04 Oct 2019
Senior Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335755/senior-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,03 Oct 2019
Fullstack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335154/fullstack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,01 Oct 2019
Back-End .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335027/back-end-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary Neg,30 Sep 2019
Technical Lead Java J2EE Microservices Aws Developer L,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2328440/technical-lead-java-j2ee-microservices-aws-developer-l-in-johannesburg-gauteng-at-emerge,Permanent Senior position,Undisclosed cost to company,30 Sep 2019
Java Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2132623/java-developer-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,27 Sep 2019
Mid Senior Java Developer 4+ Experience,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334512/mid-senior-java-developer-4%2B-experience-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,26 Sep 2019
Dynamics AX Developer,Nigel Frank International,"Dubai, United Arab Emirates",https://www.careerjunction.co.za/jobs/view/2334327/dynamics-ax-developer-in-dubai-united-arab-emirates-at-nigel-frank-international,Permanent Senior position,"AED20,000 - AED25,000 pm cost to company",25 Sep 2019
Senior Python Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319256/senior-python-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company incl benefits,23 Sep 2019
IOS Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319260/ios-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,23 Sep 2019
Senior Software Engineer Devops & Platform,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326398/senior-software-engineer-devops-platform-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,23 Sep 2019
Lecturer Independent Contractor IT Android Programming,Varsity College,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2339654/lecturer-independent-contractor-it-android-programming-in-sandown-gauteng-at-varsity-college,Contract Specialist position,Undisclosed commission only,23 Oct 2019
Scrum Master,Centrax Systems,Nigeria,https://www.careerjunction.co.za/jobs/view/2339285/scrum-master-in-nigeria-at-centrax-systems,Contract Senior position,Undisclosed basic salary,22 Oct 2019
Senior Java Developer,Edge Executive Search,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2332109/senior-java-developer-in-jhb-northern-suburbs-gauteng,Permanent Senior position,"R80,000 - R95,000 pm cost to company",25 Oct 2019
Microsoft Software Specialist,Nigel Frank International,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2339946/microsoft-software-specialist-in-pretoria-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,24 Oct 2019
Business Analyst,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2339926/business-analyst-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related cost to company Neg,24 Oct 2019
Business Analyst,MPC Recruitment,"Durban North, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2339878/business-analyst-in-durban-north-kwazulu-natal,Permanent Senior position,Undisclosed cost to company,24 Oct 2019
Senior IT Systems Analyst Ref He CT,Progressive IT Resourcing,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339856/senior-it-systems-analyst-ref-he-ct-in-cape-town-western-cape-at-progressive-it-resourcing,Permanent Senior EE position,Market Related cost to company,24 Oct 2019
Developer PHP,Progressive IT Resourcing,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339854/developer-php-in-cape-town-western-cape-at-progressive-it-resourcing,Permanent Senior position,"R25,000 - R35,000 pm cost to company",24 Oct 2019
SQL Developer EE,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2339804/sql-developer-ee-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,24 Oct 2019
Technical Lead Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339732/technical-lead-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,23 Oct 2019
Senior C# Azure Cloud,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2339677/senior-c%23-azure-cloud-in-menlyn-gauteng,Contract Senior position,Undisclosed basic salary,23 Oct 2019
Intermediate Java Developer,Manpower SA,"CPT - Southern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2339510/intermediate-java-developer-in-cpt-southern-suburbs-western-cape,Permanent Intermediate position,Market Related cost to company Neg,23 Oct 2019
Senior Java Developer,Manpower SA,"CPT - Southern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2339505/senior-java-developer-in-cpt-southern-suburbs-western-cape,Permanent Senior position,Market Related cost to company Neg,23 Oct 2019
C# Devops Engineer Iot,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2339504/c%23-devops-engineer-iot-in-menlyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,23 Oct 2019
Senior Software Engineer Python Java,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2339473/senior-software-engineer-python-java-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
Senior Software Engineer Python,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325157/senior-software-engineer-python-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
Lead Software Developer .NET,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339368/lead-software-developer-.net-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary Neg,22 Oct 2019
User Experience Specialist,Global Distribution Business,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2328148/user-experience-specialist-in-cape-town-cbd-western-cape-at-global-distribution-business,Permanent Senior position,"R30,000 - R55,000 pm cost to company incl benefits",22 Oct 2019
Nodejs Developer,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2339309/nodejs-developer-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Senior Software Developer C# PHP,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2339304/senior-software-developer-c%23-php-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Mid-Snr Python Django Developer Remote,Datafin Recruitment,Gauteng,https://www.careerjunction.co.za/jobs/view/2339301/mid-snr-python-django-developer-remote-in-gauteng-at-datafin-recruitment,Permanent Intermediate position,"R30,000 - R60,000 pm basic salary",22 Oct 2019
.NET & VB6 Developer,Praesignis (Pty) LTD,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2339295/.net-vb6-developer-in-jhb-central-gauteng,Contract Senior position,Market Related commission only,22 Oct 2019
.NET Developer,101 Careers,"Hillcrest, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2339219/.net-developer-in-hillcrest-kwazulu-natal,Permanent Intermediate position,Undisclosed basic salary plus benefits,22 Oct 2019
Senior Web Developer,Quiglies Solutions,"Century City, Western Cape",https://www.careerjunction.co.za/jobs/view/2339133/senior-web-developer-in-century-city-western-cape,Permanent Senior position,"R70,000 - R100,000 pm cost to company",21 Oct 2019
Senior Developer,Quiglies Solutions,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2319329/senior-developer-in-stellenbosch-western-cape,Permanent Senior position,Undisclosed cost to company,21 Oct 2019
Full Stack Developer,Quiglies Solutions,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2339068/full-stack-developer-in-cape-town-region-western-cape,Permanent Intermediate EE position,Undisclosed cost to company,21 Oct 2019
Retail IT Integration Developer,Quiglies Solutions,"Victoria and Alfred Waterfront, Western Cape",https://www.careerjunction.co.za/jobs/view/2320137/retail-it-integration-developer-in-victoria-and-alfred-waterfront-western-cape,Permanent Intermediate position,Undisclosed cost to company,21 Oct 2019
Integration Developer,Quiglies Solutions,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2339050/integration-developer-in-bellville-western-cape,Permanent Senior position,Undisclosed cost to company,21 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338983/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,19 Oct 2019
Intermediate C# Developer,Datafin Recruitment,"Wynberg, Gauteng",https://www.careerjunction.co.za/jobs/view/2338863/intermediate-c%23-developer-in-wynberg-gauteng-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,18 Oct 2019
Tech Lead Python,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2332301/tech-lead-python-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Python Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2132632/python-developer-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,18 Oct 2019
Python Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2288983/python-developer-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Devops Engineer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2325470/devops-engineer-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Intermediate C#.NET Developer,Fourier Recruitment,"Glenhazel, Gauteng",https://www.careerjunction.co.za/jobs/view/2338782/intermediate-c%23.net-developer-in-glenhazel-gauteng-at-fourier-recruitment,Permanent Intermediate position,"R25,000 - R40,000 pm cost to company incl benefits",18 Oct 2019
MS Dynamics 365 CRM Software Programmer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338748/ms-dynamics-365-crm-software-programmer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company Neg,17 Oct 2019
Frontend Javascript Developer,Datafin Recruitment,"Claremont, Western Cape",https://www.careerjunction.co.za/jobs/view/2338661/frontend-javascript-developer-in-claremont-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,17 Oct 2019
Lead Angular Developer,Geotech,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2338635/lead-angular-developer-in-sandown-gauteng,Permanent Management position,Undisclosed cost to company,17 Oct 2019
Mid-Weight PHP Developer,Geotech,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2338634/mid-weight-php-developer-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,17 Oct 2019
C# Developer,QES,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2338574/c%23-developer-in-bellville-western-cape-at-qes,Contract Senior position,Undisclosed cost to company,17 Oct 2019
Junior C# Developer with Degree Testing,Datafin Recruitment,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338470/junior-c%23-developer-with-degree-testing-in-cape-town-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,16 Oct 2019
Integration Developer EE Biztalk SSIS C# SQL,Datafin Recruitment,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2338447/integration-developer-ee-biztalk-ssis-c%23-sql-in-bellville-western-cape-at-datafin-recruitment,Permanent Intermediate position,"R500,000 - R700,000 pa basic salary",16 Oct 2019
Integration Architect,Isilumko Staffing,"Tyger Valley, Western Cape",https://www.careerjunction.co.za/jobs/view/2338347/integration-architect-in-tyger-valley-western-cape,Contract Specialist position,Undisclosed cost to company,16 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338325/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,16 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338277/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,16 Oct 2019
Ruby Developer,Recruit Digital,"Gardens, Western Cape",https://www.careerjunction.co.za/jobs/view/2338252/ruby-developer-in-gardens-western-cape-at-recruit-digital,Permanent Intermediate position,Market Related basic salary plus benefits,16 Oct 2019
Full Stack Mobile Developer,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2338155/full-stack-mobile-developer-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,15 Oct 2019
Senior .NET Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2331919/senior-.net-developer-in-centurion-gauteng,Permanent Senior position,"R50,000 - R60,000 pm cost to company",15 Oct 2019
Android Mobile Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326433/android-mobile-developer-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,15 Oct 2019
Full Stack .NET Engineer,MIT Recruitment,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2322579/full-stack-.net-engineer-in-bellville-western-cape,Permanent Senior position,Undisclosed cost to company,15 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337928/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,15 Oct 2019
.NET Developer Mid & SNR Spatial Ing Systems,Progressive-Edge,"Pinelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2324272/.net-developer-mid-snr-spatial-ing-systems-in-pinelands-western-cape,Permanent Intermediate position,"R40,000 - R65,000 pm cost to company",14 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337642/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,12 Oct 2019
C# Winforms Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337411/c%23-winforms-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,10 Oct 2019
Senior .NET Developer Front End,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336850/senior-.net-developer-front-end-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,"R50,000 - R75,000 pm basic salary",08 Oct 2019
Your Next .NET Development,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336818/your-next-.net-development-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,08 Oct 2019
Senior IOS Developer,Network IT Bruma,"Johannesburg East, Gauteng",https://www.careerjunction.co.za/jobs/view/2336773/senior-ios-developer-in-johannesburg-east-gauteng,Permanent Senior position,Market Related cost to company,08 Oct 2019
Senior Reactjs Developer,Datafin Recruitment,"Mouille Point, Western Cape",https://www.careerjunction.co.za/jobs/view/2336429/senior-reactjs-developer-in-mouille-point-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,07 Oct 2019
Senior Architectural Software Developer Back-End,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336414/senior-architectural-software-developer-back-end-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Senior position,Market Related cost to company,07 Oct 2019
Senior Java Developer,Datafin Recruitment,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336315/senior-java-developer-in-cape-town-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,07 Oct 2019
Senior Software Development Engineer IOS,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319262/senior-software-development-engineer-ios-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,04 Oct 2019
Developer Java Senior Contract,Parvana,Belgium,https://www.careerjunction.co.za/jobs/view/2335722/developer-java-senior-contract-in-belgium-at-parvana,Permanent Senior position,Market Related cost to company Neg,04 Oct 2019
Copy of Dev Ops Engineer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2336047/copy-of-dev-ops-engineer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,04 Oct 2019
Senior Java Developer,ASAP Resources,"Somerset West, Western Cape",https://www.careerjunction.co.za/jobs/view/2317402/senior-java-developer-in-somerset-west-western-cape,Permanent Senior position,"R70,000 - R85,000 pm basic salary",04 Oct 2019
Android Developer,Datafin Recruitment,"Century City, Western Cape",https://www.careerjunction.co.za/jobs/view/2335893/android-developer-in-century-city-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,04 Oct 2019
Full-Stack Java Developer,Nigel Frank International,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2335881/full-stack-java-developer-in-stellenbosch-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,03 Oct 2019
Senior C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335879/senior-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,03 Oct 2019
Python Developer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2335861/python-developer-in-bellville-western-cape,Permanent Senior position,Undisclosed cost to company,03 Oct 2019
Lead Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335774/lead-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,03 Oct 2019
Full-Stack Software Engineer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335757/full-stack-software-engineer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,03 Oct 2019
Senior Java Developer,Emerge,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2329083/senior-java-developer-in-pretoria-cbd-gauteng-at-emerge,Permanent Senior position,"R950,000 - R960,000 pa basic salary",03 Oct 2019
